unit,med_spec,geo\time	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 
P_HTHAB,MED_ORL,UK	: 	: 	: 	: 	: 	3.23 	3.15 b	3.24 	3.20 	3.17 	3.24 b	3.25 b	3.14 	3.05 	3.11 	3.11 	3.12 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,AT	: 	: 	: 	: 	: 	: 	4.01 	3.99 	3.87 	3.70 	3.74 	3.83 	3.72 	3.68 	3.75 	3.71 	3.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,BE	: 	: 	: 	: 	: 	: 	2.63 	2.61 	2.59 	2.61 	2.58 	2.53 	2.46 	2.46 	2.47 	2.46 	2.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,BG	: 	: 	: 	: 	: 	: 	4.61 	4.78 	4.75 	4.74 	4.60 	4.37 	4.50 	4.52 	4.31 	4.34 	4.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,CH	: 	: 	: 	: 	: 	2.72 d	2.81 d	2.76 d	2.73 d	2.66 d	2.59 d	2.94 d	3.03 d	2.94 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,CY	: 	: 	: 	: 	: 	: 	27.72 	26.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29.39 	: 	: 	: 	: 	28.42 	: 	2.08 	1.80 	1.68 	1.90 	2.11 	31.09 	46.95 	: 	25.85 
P_HTHAB,MED_PAT,CZ	: 	: 	: 	: 	: 	: 	: 	: 	4.86 	4.65 	4.58 	4.56 	4.53 	4.45 	: 	: 	4.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,DE	: 	: 	: 	: 	: 	: 	2.07 	2.04 	2.03 	1.97 	1.92 	1.86 	1.79 	1.75 	1.72 	1.73 	1.70 	1.69 	1.68 	1.67 	1.66 	1.62 	1.58 	1.56 	1.52 	1.50 	1.49 	1.46 	1.40 	1.37 	1.31 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,DK	: 	: 	: 	: 	: 	: 	: 	3.44 	3.44 	3.45 	3.52 	3.41 	3.33 	3.26 	3.13 	3.18 	3.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,EE	: 	: 	: 	: 	: 	: 	4.49 	3.88 	3.95 b	3.18 	3.09 	2.55 	2.70 	2.99 	2.54 	2.38 	1.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,EL	: 	: 	: 	: 	: 	: 	31.94 b	31.71 b	30.03 	29.09 	28.91 	28.90 	29.78 	29.09 	28.14 	27.39 	26.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,ES	: 	: 	: 	: 	: 	: 	4.66 de	4.48 de	4.45 de	4.47 de	4.41 de	4.42 de	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,FI	: 	: 	: 	: 	: 	: 	: 	3.26 	3.40 	3.45 	3.49 	3.52 bd	3.11 	3.07 	3.18 	3.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,FR	: 	: 	: 	: 	: 	2.43 	2.39 	2.38 	2.38 	2.37 	2.38 b	2.35 	2.37 b	2.45 	2.50 	2.54 	2.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,HR	: 	: 	: 	: 	: 	: 	6.56 	6.30 	6.18 	6.04 	6.09 	5.89 	5.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,IE	: 	: 	: 	: 	: 	4.58 	4.34 	4.10 b	5.51 b	5.76 	6.44 b	3.79 	3.22 	2.90 	2.77 	2.64 	2.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,IS	: 	: 	: 	: 	: 	: 	6.95 	7.94 	7.72 	8.11 	8.46 	9.75 	9.73 	8.82 	9.31 	9.88 	10.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,IT	: 	: 	: 	: 	: 	3.22 	2.82 	2.64 	2.44 	2.11 	: 	: 	1.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,LI	: 	: 	: 	: 	: 	0.00 	0.00 	2.68 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,LT	: 	: 	: 	: 	: 	: 	4.72 	4.64 	4.83 	5.32 	4.85 b	3.52 	3.95 	3.88 	3.81 	3.67 	3.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,LU	: 	: 	: 	: 	: 	0.86 	0.35 	0.18 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,LV	: 	: 	: 	: 	: 	: 	2.12 	2.21 	2.09 	2.02 	1.99 	1.76 	2.10 	2.30 	2.27 	2.16 	2.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,ME	: 	: 	: 	: 	: 	2.73 	2.41 	2.09 	2.09 	1.77 	1.77 	1.45 	1.94 	2.11 	1.95 	1.95 	1.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,MK	: 	: 	: 	: 	: 	: 	2.22 	2.66 	2.71 	2.47 	2.67 	2.38 	2.83 	2.59 	2.64 	2.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,MT	: 	: 	: 	: 	: 	4.17 	4.04 	3.91 	3.99 	3.33 	6.01 	6.03 	3.39 	2.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,NL	: 	: 	: 	: 	: 	: 	3.13 	3.15 b	3.01 	2.91 	2.82 	2.71 	2.64 	2.55 	2.51 	2.52 	2.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,NO	: 	: 	: 	: 	: 	: 	3.85 b	3.54 	3.52 	3.43 	3.45 	3.46 	3.40 b	3.23 	3.29 	3.24 	3.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,PL	: 	: 	: 	: 	: 	: 	1.59 	1.47 	1.42 	1.37 	1.38 	1.35 	1.47 	1.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,PT	: 	: 	: 	: 	: 	: 	10.71 	10.61 	10.56 	10.24 	10.01 	9.90 	9.87 	9.88 	9.92 	9.96 	9.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,RO	: 	: 	: 	: 	: 	: 	4.41 	4.27 	4.01 	3.85 	3.25 	3.03 	3.45 	3.42 	3.35 	3.10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,RS	: 	: 	: 	: 	: 	: 	2.55 	2.54 	2.51 	2.47 	2.36 	2.23 	2.01 	1.93 	1.87 	1.93 	1.96 	1.98 	1.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,SE	: 	: 	: 	: 	: 	: 	: 	4.16 	4.19 	3.75 	3.87 	3.66 	3.69 	3.74 	3.89 	3.72 	3.64 	3.70 	3.57 	3.43 	3.39 	3.37 	3.32 	3.25 	3.45 	3.45 	3.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,SI	: 	: 	: 	: 	: 	: 	2.81 	3.06 	2.96 	2.67 	2.48 	2.49 	2.35 	2.37 	2.39 	1.99 	2.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,TR	: 	: 	: 	: 	: 	: 	2.74 	2.71 	2.70 	2.56 	2.46 	2.38 	2.16 	2.24 	2.21 	2.22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_PAT,UK	: 	: 	: 	: 	: 	3.46 	3.49 b	3.57 	3.52 	3.52 	3.59 b	3.74 b	3.68 	3.75 	3.92 	3.52 	3.64 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,AT	: 	: 	: 	: 	: 	: 	18.15 	17.73 	17.16 	16.52 	16.15 	15.96 	15.47 	15.09 	14.71 	14.17 	13.92 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,BE	: 	: 	: 	: 	: 	: 	13.45 	13.14 	13.02 	12.96 	13.40 	12.86 	12.38 	12.94 	12.91 	12.76 	12.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,BG	: 	: 	: 	: 	: 	: 	14.49 	13.75 	13.75 	13.55 	13.57 	13.51 	13.74 	13.29 	13.05 b	12.71 	12.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,CH	: 	: 	: 	: 	: 	12.42 d	12.03 d	11.76 d	11.46 d	11.00 d	10.46 d	9.81 d	9.19 d	8.79 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,CY	: 	: 	: 	: 	: 	: 	13.45 	12.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.37 	: 	: 	: 	: 	9.22 	: 	7.99 	7.20 	6.89 	7.42 	7.05 	6.43 	6.14 	: 	5.17 
P_HTHAB,MED_RAD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	18.07 	17.91 	17.82 	17.37 	17.23 	16.91 	: 	: 	16.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,DE	: 	: 	: 	: 	: 	: 	11.96 	11.76 	11.55 	11.28 	11.01 	10.64 	10.20 	9.93 	9.82 	9.55 	9.43 	9.25 	9.14 	8.93 	8.79 	8.49 	8.33 	8.05 	7.67 	7.39 	6.75 	6.76 	6.55 	6.19 	5.93 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,DK	: 	: 	: 	: 	: 	: 	: 	11.09 	11.08 	10.66 	10.41 	10.22 	10.07 	9.85 	9.69 	9.69 	9.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,EE	: 	: 	: 	: 	: 	: 	17.79 	17.26 	17.37 b	14.29 	13.71 	14.12 	14.39 	14.43 	13.95 	13.29 	13.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,EL	: 	: 	: 	: 	: 	: 	31.00 b	31.19 b	24.85 	24.12 	23.36 	22.57 	22.70 	22.28 	21.49 	20.61 	19.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,ES	: 	: 	: 	: 	: 	: 	16.06 de	15.56 de	15.44 de	15.64 de	15.45 de	15.62 de	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,FI	: 	: 	: 	: 	: 	: 	: 	12.69 	12.52 	12.60 	12.60 	12.34 bd	10.84 	10.69 	10.49 	10.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,FR	: 	: 	: 	: 	: 	15.69 	15.49 	15.23 	15.12 	15.06 	14.94 b	14.51 	14.33 b	14.42 	14.40 	14.35 	14.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,HR	: 	: 	: 	: 	: 	: 	19.58 	18.67 	18.24 	17.90 	17.39 	16.71 	15.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,IE	: 	: 	: 	: 	: 	8.39 	7.74 	7.49 b	9.34 b	9.50 	9.61 b	7.52 	6.59 	6.33 	5.32 	4.96 	4.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,IS	: 	: 	: 	: 	: 	: 	10.28 	10.08 	10.19 	10.29 	10.34 	11.00 	11.62 	11.34 	11.88 	11.85 	12.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,IT	: 	: 	: 	: 	: 	4.10 	3.30 	3.12 	2.65 	2.36 	: 	: 	2.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,LI	: 	: 	: 	: 	: 	5.30 	5.33 	5.37 	5.41 	8.18 	8.26 	5.55 	5.60 	2.82 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,LT	: 	: 	: 	: 	: 	: 	20.93 	21.04 	21.54 	20.68 	19.72 b	15.88 	15.90 	16.01 	15.91 	15.69 	14.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,LU	: 	: 	: 	: 	: 	13.37 	13.87 	14.02 	13.62 	14.31 	14.47 	14.01 	15.07 	15.35 	15.42 	15.66 	15.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,LV	: 	: 	: 	: 	: 	: 	13.15 	13.04 	13.56 	13.47 	13.06 	13.06 	12.93 	13.50 	13.36 	12.49 	12.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,ME	: 	: 	: 	: 	: 	15.59 	13.98 	13.03 	12.40 	12.89 	12.58 	11.95 	12.30 	11.19 	9.92 	10.59 	9.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,MK	: 	: 	: 	: 	: 	: 	8.50 	7.45 	8.14 	6.94 	5.54 	6.76 	7.12 	6.84 	6.95 	7.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,MT	: 	: 	: 	: 	: 	9.44 	8.76 	8.28 	8.69 	8.09 	7.69 	7.48 	6.06 	5.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,NL	: 	: 	: 	: 	: 	: 	12.36 	12.20 b	11.89 	11.58 	10.99 	10.65 	9.95 	9.59 	9.52 	9.21 	8.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,NO	: 	: 	: 	: 	: 	: 	13.47 b	13.31 	12.46 	11.94 	12.07 	11.49 	11.35 b	10.78 	10.53 	10.36 	10.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,PL	: 	: 	: 	: 	: 	: 	8.08 	9.57 	9.58 	9.38 	8.82 	8.54 	9.25 	6.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,PT	: 	: 	: 	: 	: 	: 	12.63 	12.37 	12.23 	11.75 	11.22 	10.74 	10.49 	10.18 	9.88 	9.75 	9.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,RO	: 	: 	: 	: 	: 	: 	10.14 	9.77 	9.71 	9.32 	8.61 	8.16 	8.08 	7.53 	7.41 	6.74 b	6.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,RS	: 	: 	: 	: 	: 	: 	12.85 	12.64 	12.72 	12.38 	11.58 	10.72 	10.22 	9.69 	9.24 	9.11 	9.03 	8.41 	8.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,SE	: 	: 	: 	: 	: 	: 	: 	15.33 	15.08 	14.86 	14.56 	14.26 	13.96 	13.63 	13.80 	13.45 	13.29 	13.21 	12.68 	12.44 	11.95 	11.80 	11.55 	11.63 	11.17 	10.73 	10.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,SI	: 	: 	: 	: 	: 	: 	12.79 	13.14 	12.38 	12.35 	11.89 	11.52 	11.57 	11.03 	10.50 	10.07 	9.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,TR	: 	: 	: 	: 	: 	: 	7.77 	7.43 	7.42 	6.93 	6.86 	6.88 	6.76 	6.10 	5.88 	6.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RAD,UK	: 	: 	: 	: 	: 	7.76 	7.51 b	7.33 	7.12 	7.04 	6.97 b	6.86 b	6.72 	6.36 	6.21 	6.12 	5.93 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,AT	: 	: 	: 	: 	: 	: 	4.78 	4.82 	4.73 	4.71 	4.68 	4.59 	4.52 	4.43 	4.34 	4.29 	4.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,BE	: 	: 	: 	: 	: 	: 	4.66 	4.52 	4.47 	4.40 	4.25 	3.95 	3.81 	3.69 	3.59 	3.51 	3.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,BG	: 	: 	: 	: 	: 	: 	7.19 	7.05 	7.13 	7.01 	7.20 	7.27 	7.05 	6.91 	6.67 	6.66 	6.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,CH	: 	: 	: 	: 	: 	3.61 d	3.42 d	3.39 d	3.25 d	3.10 d	3.01 d	3.01 d	2.89 d	2.72 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,CY	: 	: 	: 	: 	: 	: 	5.07 	4.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.45 	: 	: 	: 	: 	1.69 	: 	1.76 	1.15 	1.34 	0.86 	0.88 	0.54 	0.72 	: 	1.11 
P_HTHAB,MED_RES,CZ	: 	: 	: 	: 	: 	: 	: 	: 	6.09 	5.95 	5.93 	5.92 	5.96 	5.98 	: 	: 	5.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,DE	: 	: 	: 	: 	: 	: 	2.77 	2.71 	2.59 	2.47 	2.38 	2.28 	2.14 	1.98 	1.90 	1.81 	1.75 	1.77 	1.78 	1.74 	1.66 	1.63 	1.53 	1.53 	1.51 	1.47 	1.41 	1.39 	1.38 	1.35 	1.36 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,DK	: 	: 	: 	: 	: 	: 	: 	2.57 	2.51 	2.38 	2.39 	2.36 	2.12 	2.24 	2.20 	2.02 	1.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,EE	: 	: 	: 	: 	: 	: 	5.78 	6.23 	6.60 b	5.22 	5.12 	5.03 	5.47 	5.31 	4.70 	5.12 	5.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,EL	: 	: 	: 	: 	: 	: 	16.88 b	16.65 b	13.57 	13.00 	12.56 	12.04 	11.94 	11.51 	10.98 	10.54 	10.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,ES	: 	: 	: 	: 	: 	: 	5.47 de	5.29 de	5.27 de	5.37 de	5.29 de	5.32 de	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,FI	: 	: 	: 	: 	: 	: 	: 	3.68 	3.75 	3.79 	3.82 	3.97 bd	3.41 	3.33 	3.46 	3.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,FR	: 	: 	: 	: 	: 	4.57 	4.52 	4.45 	4.39 	4.35 	4.32 b	4.25 	4.20 b	4.33 	4.35 	4.35 	4.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,HR	: 	: 	: 	: 	: 	: 	2.47 	2.41 	2.00 	2.13 	2.26 	2.51 	2.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,IE	: 	: 	: 	: 	: 	3.30 	1.89 	1.80 b	2.96 b	3.11 	3.03 b	2.08 	1.98 	1.85 	1.57 	1.45 	1.42 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,IS	: 	: 	: 	: 	: 	: 	5.14 	5.19 	4.94 	4.68 	4.70 	5.03 	5.02 	5.36 	5.14 	5.27 	5.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,IT	: 	: 	: 	: 	: 	5.89 	5.62 	6.27 	6.25 	6.15 	: 	: 	6.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,LI	: 	: 	: 	: 	: 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_HTHAB,MED_RES,LT	: 	: 	: 	: 	: 	: 	7.68 	8.32 	8.59 	7.97 	7.76 b	6.59 	6.58 	6.72 	6.68 	7.06 	6.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
